score,text
3.7,疲れて夕食を食べずに寝てしまった翌朝、かなりの空腹。幸い急ぎの仕事もないので休暇をとって二郎三田本店に。以前YouTubeで故逸見アナウンサーが三田本店を訪れ、ラーメンを召し上がりながら、創業者の山田さん（以下総帥）とやりとりされている動画を見て、総帥は何とも素敵な方だなと感じたことから、二郎に行くなら本店に、できれば総帥がおられる可能性が高い朝にしようと。平日の8:00店着で先待ち二名。待っている間にスタッフさんが麺量を確認に来られ「半分」でお願いする。10分程早くシャッターが上がり、券売機でラーメンを。価格はなんと600円・・・。青いプラチケットをカウンターに置き頭を上げると、幸運なことに総帥が調理されている。予め準備されていたようで、程なく「ニンンク入れますか？」と。ニンニクそのままでお願いし着丼。＜スープ＞非乳化で脂の層がかなり分厚く、蓮華もないので、スープそのものは味わっていないが、麺に絡んだそれは、豚の旨味と脂のコクが感じられ美味しく感じる。＜麺＞加水低め・太・平打・ストレート。平笊であげられた麺はしっかり目に茹でられており、ワシワシではなく、デロっとした感じ。でもこれがスープを吸ってなかなかに美味しい。麺半分でお願いしたが、一般的なラーメン屋の大盛くらいの量がある。＜トッピング＞体積の大きな煮豚が二枚。一枚は端肉で筋と脂が強く厳しいが、もう一枚は柔らかく旨味豊かで出色。このアトランダムな感じが面白い。モヤシとキャベツの茹で野菜は、クタっとしていて量も左程でもなく、なんなく完食。訪問する前はちょっとビビっていたが、麺半分なら十分完食できる。そして美味しい。この後の展開としては、他のお店に訪問して食べ比べるのが常道だろうが、この歳でハマると日々の節制の成果にも影響するだろうから、最初で最後の二郎にしておこう。どうもご馳走様です。
3.5,ラーメン二郎＠三田本店を再訪です。2019年12月28日、2019年の最終営業日。朝8:38に到着!!!おっ！？！？！？裏手の扉どころか、その先からさらに折り返しているほどの人!!!こりゃ、1時間以上待ち確定か(>_<)2019年の食べ納めとして並びますか(^^;)過去何十回と本店行ってるけど最長です(^^;22分後の9時ジャストでやっとコーナー折り返し・・・やはり1時間コースか。結局50分待ちで着席できました。厨房はおやっさん＋助手二人。以前、三人めの助手だった細い人はサブに格上げされている!!!違いました。No2が登場し、助手4人体制になったらやはり細猿顔君はNo3に格下げしていました(^^;)●ラーメン￥600ニンニク、アブラで。そして登場!!!野菜コールしてないけどモリモリです。朝飯としてはかなりパンチが効いている量ですww上のもやしをかき分けるとデカい豚2枚と＆ニンニク＆固形脂がこんにちは。さっそくスープから。スープは少し乳化。本店にしては塩分控えめというか抑えめです。カラメコールしている人が多かったのも納得の平和な塩分です。そして化調がビシバシ来ますww麺はプリッとしたゆで加減。最近、本店でやわやわなデロ麺には出合いませんね。量は結構あります。塩分が丁度良かったからあまり麺が塩分を吸う事が無く、麺そのものを味じわえます。もっと塩分吸った方が好きなんですけどね。野菜はコールしてないのに量があります。豚は大振り。ちょっと硬め。でもパサつきは無いからあり。神豚にはほど遠いけど。最終日だから大量に作って煮まくったんですかね。全体的には、塩分控えめというか抑えめ。今日は平和な本店でした。★3.8今年もよく食べました。二郎食べ納めでした。ごちそうさまでした。2019.12
3.8,小豚ラーメン 700朝5時に出発して7時半くらいかなぁ。5番目に接続。小豚ラーメン 麺かため ニンニク少し 野菜少なめ。相変わらず元気な親父さんの姿を拝みながらさくっとすすり比較的ライトなスープだったのでKK。来れて良かった。
4.0,今日は昨日仕事の山場？も越えて朝の仕事の状況も余裕があったので「このチャンスを逃がさない手は無いな！」って感じで、超久々封印を解く事にして(笑)『ラーメン二郎 三田本店』に行って来ました！お店はビルの1Fで非常にシンプルな佇まいですが、朝から凄い行列が出来ていて、今日は8時10分頃の訪問で30名弱の行列！年末で食べ納め的な感じなのか？分かりませんが、ちょっと時間的にこの人数は…って感じでしたが、情報では開店時間が早まる可能性も高いみたいだったんでギリギリまで粘ってみる事にして接続しました。やはり定刻よりも早く8時20分前に開店されて、当初の心配よりも回転はスムーズで結局並んで待つ事50分弱で店内に入れました！店内は狭い作りで、席はカウンター席のみですが、朝だから総帥もバッチリいらっしゃって常連さんとのお元気なやり取りで、甲高い笑い声が鳴り響いていてほのぼのした空気感です！注文は並んでいる時に入口付近になったら店内の食券を購入する流れになっていて、朝だしやっぱり！って感じでラーメン(600円)の食券を購入しました。注文して待つ事数分で「ニンニク入れますか？」のコールが掛かってニンニク、 アブラ でお願いしつつ、ちょっとするとラーメンがやって来ました。豪快な感じの盛り付けを超久々目の前にして何だか嬉しくなってしまう所もありますが(笑)、やはり脂感が何とも魅力的に感じてしまったりして美味しそうです！先ずはちょっと天地返ししつつ、丼を抱えて楽しみにスープからいただいてみると、うん！美味しいです！程良く熱々なスープは、やはり結構な脂感で魅力的な旨味を放っていますし、思わず懐かしく感じてしまう甘じょっぱいかえしがしっかり効いていて美味しいです！ウェーブ掛かった平打ち太麺は程々に滑らかでスープも絡んでズルズルっと入って来ますし、イイ感じの歯応えがあって美味しいです！また麺自体の味も良く、今日はよく言われているデロデロって程ではありませんでしたが、そこそこ柔めで自分的には非常に良い塩梅で美味しくいただけました！チャーシューは肩ロース辺りで厚みのある物が2枚入ってましたが、1枚は非常に柔らかくて旨味もバッチリ！って感じで最高でしたが、もう1枚の方はちょっと歯応えあって旨味的にも今一つで一勝一敗って感じでした。普通でお願いしている野菜はモヤシが殆どでキャベツがほんの少々見受けられましたが、結構火が通ってますがシャキシャキ感が残っていて麺などと一緒にいただくとバッチリ過ぎる感じでした！刻みニンニクは、やはり『二郎』のスープと相性バッチリでパンチも出る感じで思わず勢いが増します！アブラは見た目程の旨味や脂感ではありませんでしたが、やはり麺やモヤシなどと一緒にいただくとイイ感じでした！最後に残ったスープを今一度よく味わっていただいてみると、脂感は結構あるものの豚の旨味はもう一声欲しくなってしまう感じでしたが、甘じょっぱいかえしとのバランスがちょっとクセになる感じで、もうちょいもうちょいと結構飲み進みつつ最後締めさせてもらいました！全部いただくと、やはりバッチリなボリューム感で朝からと考えると充分過ぎる感じでした(笑)！やはり、小ラーメンのこのボリューム感でこの内容というのはCPが素晴らし過ぎる感じだと思います！『二郎』自体も超久々で、やっぱり！って感じで聖地に行って来ましたが、豚の旨味がもう一声欲しい感じはしてしまったものの、麺の具合など好みにハマっていたりして、やはり魅力を感じる一杯がいただけて充分以上に満足する事が出来ました！お店に流れる空気感は聖地らしさをやはりビンビン感じてしまう所があって、あの並びでも時間的に何とかギリギリ一歩手前でお店を後にする事が出来たので、また平日の朝に状況バッチリだったら行ってみようかな？と思いますし、以前に好印象だった『二郎』の再訪や気になる未訪の『二郎』系のお店など久々に回って行こうかな？と思います！
5.0,麺少なめカタメヤサイマシマシニンニク(600)先日仕事が早く片付いたので三田二郎納めに。前回は若い時の矢沢永吉がリーゼントを崩した感じのイカした助手さんが代打で作ってくれましたがこの日はジュニアの一杯でした。クタクタなキャベツともやしをスープに浸して食べるとたまりません。ブタがやたら厚切りでしたが、淡麗二郎で食後感がスッキリでした。前のロットの隣のカップルをアタマ差で抜けなかったものの爽やかに店をあとにしました。今年は三田で用事があって、例年より多く三田詣でができました。来年は月2杯をキープしつつ、未訪の仙台、前橋、越谷、京都にトライしたいです。そして化学調味料が身体に悪いと言っている人たちよりも健康に過ごすのが目標です。#早朝三田二郎倶楽部　#路麺ファースト　#二郎が朝食
4.7,"1,000レビューの切り番でおじゃましたのは、こちらラーメン二郎三田本店です。思えば三田にラーメン二郎が出来たのは私が中学生の時。その頃から定期的に食べ続け、高校の時は部活が忙しくなかなかいけなかったが、大学生の時には再度中毒になり、｢大ダブル、ヤサイ、ニンニク、カラメ、アブラ｣と呪文を唱え、出てきた一杯をなんなくたいらげていた。ある意味、私の脂中毒の原点とも言えます。系列店には仕事の営業中におじゃましていましたが、本店はもう12、3年ぶりです。その頃は食べログもやってなかったなぁ・・ちなみに前回はなんとなく｢大｣を頼んでしまい、なんとか完食したものの、年齢と胃袋の衰えを痛感しました。さてさて、前置きはこの辺にして・・おじゃましたのは土曜日の10:30。並びは確認出来ただけでも18名。まぁこんなもんでしょう？このくらいなら30分も待てば入店出来るかな♪土曜日は初心者の方も多いようで、並んでいる最中に同伴の慣れた方にレクチャーを受けていました。これも二郎あるあるですね(笑)並んでいる間に店内を確認すると、総帥が麺上げしていらっしゃいます♪私の番まで続けていただけるかな・・予想通り並んでから25分で食券購入タイム。小のボタンをポチり。同時に麺の量の確認が入ります。少な目にするか・・どうする！？今日は朝飯も抜いてきたし、ドトールで暖かいコーヒーを飲んで胃の調子も悪くない・・今日は少な目にせず、ダイレクトなボリュームを味わうこととします。麺の量の確認から5分後に着席です。なんと総帥の目の前のお席です♪そして総帥の麺上げは続いています。ここで硬めのお願い。間に合いました(^^)v着席から3分後にコールタイムです。ニンニク、カラメでお願いいたします。目の前に総帥から直に丼が供されました♪まずはカウンターに置く前に丼からダイレクトにスープを一啜り・・あぁぁぁ～(〃´o｀)=3  これですよ！これ！長い年月を経ても変わらぬ本店の味♪それではいただきます♪まずは胡椒を適量振りかけて、ヤサイからいただきます。ヤサイは少しシャキ感が残る良い歯応えです。スープに浸っている辺りからどんどんいただきます。スープの味とヤサイがとても合います♪ヤサイを半分以上片付けてから、いよいよ麺に参ります。まずはヤサイの下から麺を引きずり出します。麺はいつも通りの平打ち系の極太麺。いただいてみると、食感&歯応えはバッチリ！麺の風味とワシっとした感じも記憶のままです。あぁぁぁ～やっぱり美味いです♪しかし時間をかけて味わっていると満腹感が襲ってきますので、チャッチャと食べ進めていきます。やはり小といえども二郎は手強い！半分も行かないうちに満腹感を感じ始めます。ここからが勝負です。ペースを落とさずにどんどん麺を啜ります。おっ♪ここで豚さん登場♪いただいてみると、これ、大当たり♪口の中でホロリと崩れるほど軟らかく仕上がっており、脂も甘くて美味しい♪タレの染み具合もバッチリです♪この分厚い大きな豚さんが2個。終盤に来てなかなかの強敵です。ここでも怯むことなくパクパク食べ進めます。ここで小休止などしようものなら、そこで闘いは終わってしまいます。箸を止めずに食べ進めた結果、無事に完食！最後にスープをもう一啜りして余韻を楽しみ、ごちそうさまでした。土曜日は慶応のOB、OGが多くいらっしゃるようで、総帥も楽しそうに皆さんとお話されていました。ふぅ(〃´o｀)=3   美味かった・・丼をカウンターに上げて、テーブルを拭き、ごちそうさまとお礼を述べて退出しました。ちなみに両隣の方は、私の1ロット前に着丼されていましたが、私が完食したときはまだ格闘中でした。時間が経ってしまうと、麺がスープを吸って増量していくから、やっぱりスピードが勝負なんだよね？無事に闘いを終えた安堵感とものスゴい満腹感を感じながら、慶應大学の正門前を通過し、二郎さんが三田に最初にお店を出された場所を眺めながら家路につきました。食べログ始めた時の目標だった1,000レビューも達成したし、二郎三田本店のレビューも挙げたし、しばらくはレビューはお休みすることにします。レビュー欲しさに、新店ばかり行っていて、再訪したいのに出来ていないお店がたくさんあります。しばらくは自分のレビューを振り返りながら、美味しいものを食べ歩きます。そんなこと言っても、すぐにレビューすると思いますけどね？w"
3.8,朝二郎したくなったので来ました。唯一朝からやっているのが三田本店ですね。8時57分到着、外待ち2人。昼間は鬼のように並ぶけど朝はこんなもんか。ぶたダブルは売り切れでした。注文はぶたラーメン小(700円) コールはニンニクアブラで相変わらず恐ろしい安さというか、全店で一番安い。立地的には一番高そうなのに凄いサービス精神です。助手さんの接客は丁寧でとても良いです。お水もセルフではなく渡してくれます。この日は山田総帥自ら調理をして、丼も運んでくれました。なんか、感動。待っていると調理の水や油が飛び散ってきます。これこそ二郎(笑)9時5分着丼、かなり早いです。隣のヤサイコールした人とノーコールの私のやつがほぼ変わりませんでした。これもまた二郎(笑)ヤサイはこれだと平均より多い量です。クタクタと聞いてましたがクタとシャキの中間ぐらいですね。茹でおき？のせいかぬるいです・・・ブタはサイズ的には大きくなく、普通。ちょっと残念だったのが豚が冷たかったのと、脂身が多かったこと。ただ赤身部分は神がかっていてすごく美味しかったです。三田は天地返ししてヤサイとブタをスープに浸してあっためた方が良いですね。ニンニクの量は少なめ。アブラは固形があんまり無かったのでアブラコールは液体アブラが増える？麺はデロと聞いていましたが、外側が柔らかく内側には芯があるようなグミッとした食感でした。小麦の香りもかなり強いです。麺量も中々多く、300〜350g程度はあったと思います。スープはこの日は微乳化タイプでかなり好みでした。豚出汁と醤油のバランスが丁度良いです。レベルが高いとは思いませんが、割と全体的には好みのタイプの二郎でした。ふー、お腹いっぱい！帰る際、バッグを床に置いていたら水か油で濡れていました・・・皆さんは気をつけてください。ごちそうさまでした！
3.8,出張で東京へ。お昼となり私の希望で「ラーメン二郎　三田本店」さんへ。今回は車での移動です。駐車場はありませんので、近くのコインパーキングへ。30分500円。この辺では相場なんでしょうが、田舎者&貧乏サラリーマンの私の財布にはズッシリときます(^^;お店前には10人程の行列が出来ていました。後方に並ぶと雨がポツリポツリ。あら〜困ったな。と思っていると初老の店員さんが、並んでる人達に傘を貸してくれました。ありがとうございます。並んでる方々が先に食券を購入しているのて、私達も順番に購入します。「ラーメン」600円「大ラーメン」650円「ぶたラーメン」700円「ぶた入り大ラーメン」750円「ぶたダブルラーメン」800円「ぶたダブル大ラーメン」850円私を含め3人は「ラーメン」を、24歳の若い同僚は「ぶたラーメン」を購入。着席前に店員さんから声が掛かり購入した札を見せ、人数を知らせます。しばらくして4人分の席が空き、並んでから30分位で着席です。4人とも初二郎、特にコールはしませんでしたが、ニンニク入れますか？の問いには「ハイ」と頷きます。私と同い年位の他のお客さんは「小」を頼んでいます。着席してから10分弱で配膳です。モヤシとキャベツが山盛りで、もっと驚いたのはチャーシューの量。大きく分厚い…と言うより肉の塊が２個入っています。レンゲが無いのは予習していましたので、そのまま天地返しをして野菜と麺を混ぜながらいただきます。チャーシューは柔らかいのですが塩気が強く、ご飯が欲しくなります。麺は極太の平打ち。ゴワゴワしていると予想していまいたが、柔らかくピロピロしています。たっぷりの野菜はクタクタで柔らかく、この柔らかい麺と野菜にスープの上にたっぷり浮いた脂が絡みます。最初にとニンニクを混ぜるのを止めて、ニンニク無しの状態で食べました。それでもスープが濃く、十分にパンチを感じましたが、途中から混ぜると一層力強くなります。微塵切りのニンニクですので、辛味も強くなりました。ボリュームあると思いながらも、二郎インスパイヤー系は何度か経験ある私。余裕だな。と思いながら食べていましたが、だんだん苦しくなってきました。巨大なチャーシューと意外に多い麺量に最後はヒイヒイしながら食べました。残ったスープを丼を掲げて飲むと、かなりの濃い&塩っぱい。この濃さで麺と野菜が美味しく食べられるんだなと。「ぶたラーメン」を注文した同僚は、チャーシューのボリュームに負け、途中でギブアップです。本家本元が食べられて、とても嬉しかったです。二郎インスパイヤー系の新しいお店に比べてラーメンそのものに洗練さは感じないのに、また食べたくなります。また600円でドカッっと食べさせてくれるお店の心意気にも感動です。また、コールやお店のルールなどもまったく分かりませんでしたが、店員さん達が丁寧に声を掛けてくれて、「ラーメン二郎」さん、怖くはありません(笑)ところで最初に傘を貸してくれた方は、店主・創業者の山田拓美さんでした。もうラーメンは作ってはいませんでしたが、後方でお店を見守っていらっしゃいました。後光が射しているように見えました(笑)ごちそうさまでした。
5.0,12月に入り三田に行きました。先週は2連チャンで夜の社長の二郎を食べました・・そこで今週は昼の部のオヤジさんの二郎を食べに行きました小ラーメン全マシこの日もオヤジさんとの会話は絶好調!!デフォルトで丁度いい麺の固さです来年2月に生前葬イベントを渋谷の東急でやるそうです!!塾生の皆さんよろしくお願いします!!ではまた来年　皆さんよいお年を!!!来年も食べ尽くすぞ!!!では!!
3.8,都営地下鉄三田駅A3出口から徒歩6分､桜田通り沿いの慶応大学正門から更に100m進んだ先にあります。大きな黄色テント看板に大きくラーメン二郎の文字､そして営業時間内であれば大概待ち行列が出来ているので分かり易いです。待ち時間の参考までに...平日13:10待ち行列に参加､13:30食券を購入､13:35着席､13:40ラーメン着丼､合計で約30分掛かりました。・ぶたラーメン (2019.12.12)野菜マシ､ニンニクで発注です。積み上がった大量の野菜はちょいクタクタ気味で丁度良い､もやしとキャベツの比率は8:2ってところ。ニンニクはスプーン1杯程度です。スープは粘度高め､カエシ､背脂､豚の旨味のバランスが良い。野菜の甘みが合わさり､絶妙な二郎スープに仕上がっています。麺は極太平打ちタイプ､やや柔らかめなゆで加減。食べ進めるたびにスープを吸っていきます。普通でもかなりの量があります。具材のぶたは端部分の大きな塊が2個と厚めスライスしたものが2枚。タレでしっかり味が付いていて､そして柔らかくて､食べ応え満点で美味い。・ぶた入り大ラーメン (2018.7.27)後輩君は野菜マシマシ､ニンニクで発注です。いつもは...かなりのフードファイトっぷりですが､最終盤にぶたのボリューム感に苦慮していました。ぶたダブル大ラーメンでなくて良かったと本人談。。。スープを飲みきれなかったのは残念でしたが､ぶた､野菜､麺とも美味しくいただきました。三田本店の美味さは二郎の中でもピカイチです。美味しかったぁ～。ごちそうさまでした。◆履歴◆2018.07.31　写真､口コミを新規登録2020.01.10　登録写真枚数15枚アメブロやってますhttps://ameblo.jp/ameblo-bob22/entry-12394493100.html
-,昨年の3月以来、昼に行きました。今年の2月に夜に1度行ったみたいですが、記憶がありません。増税後も値上げせず頑張っておられましたが、総帥は調理せず見守っているのみでした。もう70代後半ですから、育成がメインになっているのですかね。お弟子さんたちが作ってくれたラーメンも、遜色ないレベルでした。
3.8,二郎を愛する者なら1度は訪れたいラーメン二郎三田本店！時間にとても余裕があったので行ってきました。3日前は家系総本山で今日は二郎の総本山と贅沢です(笑)五反田でちょっくら遊びタクシーを使って約9分。1300円ほどで歩くことなく楽々つきました。着いたのは13時5分くらい。並びは特殊な形の店をぐるりと回るように店の後ろまで。15時終了に間に合えばと思い急いで行きましたが何とかセーフか？結果1時間並び食券を購入。総帥に何名？と聞かれ答え麺のサイズを報告します。2分ほどで席の方に促され着席。定番の小豚700円を注文。店外にあった食事の脂にこの1本も購入しておきました。荷物は後ろに置いてねぇと総帥は優しいですね。2、3分ほどでにんにく入れますか？脂マシにんにく野菜ちょいカラ のコール。脂だらけの器を手に取りまずスープ。飲みやすい！二郎の中でも飲みやすく醤油のコクと豚骨のマイルドさがガツンと。脂マシコールも脂は少なめの印象。豚はしょっぱさ柔らかさ共に最高。カエシの風味が口に入れた瞬間にきます！小豚にして正解でした。なにより麺がうまい。こしのある二郎の中でも固めの麺がスルスルと入っていきます。上野毛二郎と中山が一番多く行った二郎になりますが結果どこも美味しいですがやはり本店はさすがですね(^^)初めての77歳になる人とは思えない元気な総帥も見れて並んで頂いた甲斐がありました！ごちそうさまです。
3.5,"念願の「ラーメンTOKYO百名店」達成！！平日でしたが、ランチタイムを調整して友達が一緒に食べに来てくれました♪お店へはJR田町駅三田口（西口）から徒歩10分ぐらい。11時ちょっと前に到着、12,3人の待ちでした。約20分待って、券売機で「ラーメン」を購入♪600円の安さにビックリです。こんなに有名店なのに、男気ありますよね。さらに、10分ぐらい待って、ようやく聖地へ足を踏み入れましたよー！カウンター席に座って、麺少なめ、ニンニクでお願いしました。スープはコクがあって、飲みやすい感じの仕上がり♪麺は平打ちの中太麺。麺少なめにしましたが、かなりの量。強気にならず半分にしておけば良かったか...具は大きなぶた（チャーシュー）が2枚にたっぷりの野菜。こちらも凄いボリュームです。ただ、ぶたはとても柔らかくて美味しいし、この野菜は絶対に欠かせないものですね。なんとか、なんとか完食。百名店達成記念に友達に黒ウーロン茶を買っていただきました（笑）ご馳走さまでした！"
